#{"t_start": 1774356949.395097, "env_id": "None"}
-0.998394,2,1037.427146
-0.9988,2,1037.956039
-0.997023,4,1039.024174
-0.998486,2,1039.572646
-0.997311,3,1040.389797
-0.994603,6,1042.039568
-0.998609,2,1042.587441
-0.99489,5,1043.948039
-0.992417,6,1045.56071
-0.998433,2,1046.105793
-0.994649,5,1047.448549
-0.995799,5,1048.793768
-0.989964,9,1051.201046
-0.996483,4,1052.270444
-0.99559,4,1053.369258
-1.0,1,1053.635321
-0.993589,6,1055.247838
-0.997355,3,1056.049335
-0.993741,6,1057.690012
-0.997276,3,1058.500299
-0.990934,7,1060.415907
-0.998446,2,1060.962123
-1.0,1,1061.229931
-0.996646,5,1062.566098
-0.999041,2,1063.131935
-0.991858,7,1065.002096
-0.993873,6,1066.598784
-0.994935,5,1067.951176
-1.0,1,1068.221505
-0.995802,4,1069.330362
-0.998384,2,1069.883262
-0.99018,8,1072.021916
-1.0,1,1072.291247
-0.988377,11,1075.221734
-0.993424,6,1076.85023
-0.9963,5,1078.193275
-0.99742,3,1079.016675
-0.983732,14,1082.742627
-0.99463,5,1084.100813
-0.99655,4,1085.189301
-0.994688,5,1086.523106
-0.994625,5,1087.860468
-0.998082,3,1088.675387
-0.999015,2,1089.20203
-0.99882,2,1089.738271
-0.996388,5,1091.085295
-0.996581,5,1092.425106
-0.998998,2,1092.975229
-1.0,1,1093.241278
-0.994952,5,1094.601288
-0.996388,4,1095.700389
-0.994774,5,1097.066483
-0.994366,5,1098.428774
-0.995499,5,1099.780241
-0.99623,5,1101.117362
-0.993243,6,1102.71979
-0.992131,7,1104.590626
-0.996329,4,1105.71249
-0.998897,3,1106.552955
-0.994449,6,1108.196098
-1.0,1,1108.470177
-0.994703,5,1109.815802
-0.981902,14,1113.543718
-0.990272,8,1115.644975
-0.997441,3,1116.444859
-0.995199,4,1121.119934
-0.996279,5,1122.475366
-0.995637,4,1123.549017
-0.995941,7,1125.459901
-1.0,1,1125.738786
-0.998398,2,1126.307045
-0.998393,2,1126.857576
-1.0,1,1127.120842
-0.998535,2,1127.652589
-0.981987,15,1131.669243
-1.0,1,1131.944034
-0.997102,3,1132.73605
-1.0,1,1133.014967
-0.995519,5,1134.351992
-0.995153,5,1135.711569
-0.993537,7,1137.571247
-0.999036,4,1138.691806
-0.994103,6,1140.262055
-0.998043,3,1141.076252
-0.998665,2,1141.622403
-0.992083,7,1143.495366
-0.998628,8,1145.646231
-0.998999,2,1146.184527
-0.995174,5,1147.522091
-0.998468,2,1148.053662
-0.999047,3,1148.862921
-0.996894,4,1149.932734
-0.998529,3,1150.745693
-0.992403,8,1152.887818
-0.991379,7,1154.761313
-0.996242,4,1155.853777
-0.998517,2,1156.415709
-0.999004,6,1157.994966
-0.996329,5,1159.312481
-0.999047,4,1160.399653
-1.0,1,1160.662529
-1.0,1,1160.951626
-0.998995,2,1161.48089
-0.99763,3,1162.297287
-0.988832,11,1165.23122
-1.0,1,1165.514591
-0.99901,2,1166.071674
-0.995335,4,1167.148472
-0.997773,3,1167.953173
-1.0,1,1168.218668
-0.992818,8,1170.348586
-0.997213,4,1171.447994
-1.0,1,1171.720325
-0.994667,6,1173.338542
-0.995523,5,1174.670452
-0.996848,6,1176.277992
-0.998466,2,1176.818655
-0.999035,4,1177.903667
-0.986992,11,1180.870843
-0.993895,7,1182.722631
-1.0,1,1182.993768
-0.989769,8,1185.109148
-0.995847,4,1186.176376
-0.996572,4,1187.26286
-0.996567,4,1188.351662
-0.995143,6,1189.938748
-1.0,1,1190.218704
-0.995283,5,1191.55572
-0.993939,5,1192.932564
-0.998987,2,1193.483061
-0.997112,4,1194.563061
-0.998854,3,1195.388602
-0.998488,2,1195.921934
-0.99731,4,1197.012356
-1.0,1,1197.29608
-0.983921,15,1201.345397
-1.0,1,1201.616364
-0.993463,6,1203.243332
-1.0,1,1203.515281
-0.999001,2,1204.065859
-0.988016,10,1207.057719
-0.993515,7,1208.921048
-0.98652,11,1211.934185
-0.998721,3,1212.74775
-0.998998,3,1213.546063
-0.992338,8,1215.6951
-0.998515,2,1216.234181
-0.993229,6,1217.839169
-0.986753,12,1221.091431
-0.997365,3,1221.917761
-1.0,1,1222.18187
-0.989707,10,1224.852174
-0.999013,3,1225.692248
-0.995897,4,1226.79401
-1.0,1,1227.072266
-0.997336,3,1227.885162
-0.995102,5,1229.233381
-0.993345,6,1230.840793
-0.995956,4,1231.913197
-0.994626,6,1233.536122
-0.995663,5,1234.84344
-0.995703,5,1236.225208
-1.0,1,1236.499452
-0.991938,8,1238.647527
-0.991512,8,1240.805819
-0.99625,5,1242.140352
-0.99444,5,1243.489883
-0.987007,10,1246.204903
-0.997058,3,1247.018574
-0.992107,8,1249.148663
-0.993726,6,1250.765865
-0.997123,4,1251.858581
-0.991071,9,1254.260158
-0.994809,6,1255.864949
-1.0,1,1256.147179
-0.998212,4,1257.237748
-0.998754,3,1258.033474
-0.997002,3,1258.847764
-0.994013,6,1260.450203
-0.989077,10,1263.088765
-0.985012,12,1266.256361
-1.0,1,1266.540914
-0.998454,3,1267.377436
-0.997439,3,1268.171388
-0.994601,6,1269.805604
-0.998037,4,1270.900448
-1.0,1,1271.168069
-0.994717,5,1272.503738
-1.0,1,1272.775506
-0.992888,7,1274.647951
-0.995035,5,1276.047277
-0.998503,2,1276.583036
-0.995316,5,1277.917068
-0.997803,4,1279.010303
-0.986409,13,1282.458291
-0.997981,4,1283.552135
-0.99743,3,1284.375436
-0.998504,2,1284.926739
-0.996318,4,1286.00802
-0.986796,10,1288.652998
-0.989629,9,1291.03882
-0.99659,4,1292.124078
-0.996743,4,1293.200888
-0.983748,15,1297.195528
-0.998389,2,1297.743855
-0.99174,9,1300.168097
-0.997683,4,1301.266285
-0.997299,3,1302.070711
-0.99495,5,1303.42067
-0.997085,3,1304.245872
-0.995287,5,1305.592467
-0.99767,3,1306.418883
-0.998413,2,1306.970615
-1.0,1,1307.240214
-0.996253,5,1308.621545
-0.992035,8,1310.782959
-0.997207,3,1311.566408
-0.992686,7,1313.43052
-0.998313,3,1314.24525
-0.991084,7,1316.162018
-0.996038,4,1317.222811
-0.990922,8,1319.383034
-0.990965,7,1321.285172
-0.99849,2,1321.823293
-0.997975,4,1322.894429
-0.996662,5,1324.247242
-0.998494,4,1325.32026
-0.994913,6,1326.943529
-0.998226,3,1327.76653
-0.996147,4,1328.849723
-0.993571,6,1330.48321
-0.997728,3,1331.316132
-0.992699,7,1333.199917
-1.0,1,1333.467537
-0.988203,10,1336.152508
-0.998646,2,1336.696326
-0.988652,10,1339.375133
-0.992929,7,1341.220434
-0.993963,6,1342.853382
-0.995232,5,1344.231298
-0.99465,6,1345.821954
-1.0,1,1346.09858
-0.997537,4,1347.175815
-0.991422,8,1349.299999
-0.99523,6,1350.896183
-1.0,1,1351.169668
-0.99284,6,1352.789933
-0.993426,9,1355.196222
-0.988116,12,1358.433035
-0.990448,8,1360.577934
-0.990041,8,1362.71155
-0.994088,7,1364.613608
-0.997785,3,1365.404177
-0.996067,4,1366.487592
-0.98507,13,1369.967096
-0.998931,2,1370.488497
-0.995554,6,1372.117318
-0.998812,2,1372.651235
-1.0,1,1372.922922
-0.994608,5,1374.252347
-0.998511,2,1374.799002
-0.993906,5,1376.14131
-0.998721,2,1376.687307
-0.996073,4,1377.79343
-0.993882,5,1379.100646
-0.990363,9,1381.50746
-0.989108,11,1384.404181
-0.995568,4,1385.49286
-0.999031,3,1386.297025
-0.994037,5,1387.659829
-0.996641,4,1388.751629
-0.994974,5,1390.09343
-0.997727,3,1390.917574
-0.998998,2,1391.44575
-0.994156,6,1393.073214
-0.985865,13,1396.517704
-0.989895,9,1398.926159
-0.999027,7,1400.810928
-0.992352,9,1403.247605
-0.998489,2,1403.785244
-0.994107,5,1405.115409
-0.997607,3,1405.9535
-0.998698,2,1406.51444
-0.995444,6,1408.106054
-0.996726,4,1409.170496
-0.998998,4,1410.26052
-1.0,1,1410.547227
-0.997282,3,1411.369785
-0.992079,7,1413.260271
-0.994418,6,1414.879062
-0.995577,4,1415.949632
-0.988083,10,1418.667867
-0.992828,8,1420.814715
-0.996739,4,1421.908451
-0.99187,7,1423.794568
-0.988046,9,1426.192981
-1.0,1,1426.4612
-0.985473,13,1429.945865
-0.986999,10,1432.607682
-1.0,1,1432.885058
-0.989137,11,1435.825734
-0.995513,4,1436.922871
-0.998553,2,1437.446169
-0.998475,2,1437.990549
-1.0,1,1438.264338
-0.994426,6,1439.874284
-0.996479,5,1441.242387
-0.996281,5,1442.57209
-0.998428,2,1443.109999
-0.974809,20,1448.502353
-0.997559,3,1449.309779
-0.996685,4,1450.398616
-0.998589,2,1450.952037
-0.991889,7,1452.817031
-0.989228,9,1455.231183
-1.0,1,1455.50458
-0.993513,6,1457.101556
-0.986483,11,1460.066422
-0.997882,4,1461.132619
-0.994498,6,1462.736359
-0.998477,2,1463.281407
-0.997379,3,1464.093623
-0.992251,8,1466.231332
-0.994845,5,1467.576248
-0.992578,7,1469.451684
-0.997174,3,1470.263274
-0.990063,8,1472.453005
-0.997812,3,1473.30371
-0.989004,9,1475.706931
-1.0,1,1475.970242
-0.999047,2,1476.525029
-0.996316,5,1477.865721
-0.994966,5,1479.216386
-1.0,1,1479.478227
-0.988728,10,1482.133891
-0.995356,6,1483.77634
-0.99431,6,1485.401427
-0.992246,9,1487.834358
-0.993945,5,1489.205665
-0.994541,9,1491.613014
-0.992699,7,1493.483171
-0.991507,7,1495.402462
-0.998751,2,1495.975108
-0.993147,6,1497.579793
-0.998564,2,1498.126554
-0.998447,2,1498.646676
-0.991759,7,1500.535186
-0.995791,4,1501.608291
-0.996216,13,1505.080648
-1.0,1,1505.345697
-0.990319,9,1507.783602
-0.996418,5,1509.12441
-0.997746,4,1510.201352
-0.997399,3,1511.037796
-0.994983,5,1512.385959
-0.996111,5,1513.735591
-0.996059,6,1515.349566
-0.988201,9,1517.768252
-0.988985,9,1520.18799
-0.996403,4,1521.273293
-0.996235,5,1522.631728
-0.995822,4,1523.705359
-0.996199,4,1524.785777
-0.993997,6,1526.379579
-0.993425,9,1528.80663
-0.999022,3,1529.604975
-0.998062,4,1530.672122
-0.996356,4,1531.794211
-0.987144,10,1534.418583
-0.998998,4,1535.51213
-0.992834,6,1537.124719
-0.995495,6,1538.745811
-0.996346,5,1540.07166
-0.997914,4,1541.145175
-0.997157,3,1541.98921
-0.990429,10,1544.67036
-0.990375,8,1546.779952
-0.995411,5,1548.114945
-0.997022,4,1549.211629
-0.998251,11,1552.150378
-0.995597,5,1553.500187
-0.991445,7,1555.374694
-0.994081,6,1556.984946
-0.99339,7,1558.822152
-0.996786,5,1560.176874
-0.99744,3,1560.990268
-0.993332,6,1562.607663
-0.99877,3,1563.422307
-0.997223,3,1564.215922
-0.991492,7,1566.095572
-0.998493,2,1566.634624
-1.0,1,1566.904741
-0.995115,5,1568.257638
-0.99482,5,1569.607893
-0.998044,4,1570.686377
-0.992536,9,1573.063055
-0.999017,2,1573.608315
-0.998835,4,1574.69437
-0.992196,8,1576.841884
-0.995085,5,1578.185737
-0.991237,7,1580.068912
-0.992046,7,1581.926704
-0.993958,7,1583.74133
-0.996727,3,1584.54348
-0.988819,10,1587.254191
-0.998882,3,1588.057262
-0.997736,3,1588.882588
-0.993089,6,1590.476245
-0.999047,2,1591.018881
-0.997903,3,1591.834606
-0.986152,13,1595.318646
-0.998999,2,1595.869645
-0.996139,5,1597.185321
-1.0,1,1597.481271
-0.985933,15,1601.477523
-0.994686,5,1602.804294
-0.995012,5,1604.163511
-0.997223,3,1604.981954
-0.992183,8,1607.099059
-0.991758,7,1609.013131
-0.997031,5,1610.332973
-0.9916,8,1612.477659
-0.997062,3,1613.28085
-0.998411,3,1614.104788
-0.995803,4,1615.175916
-0.998172,3,1615.979606
-0.993451,6,1617.608572
-0.990888,7,1619.479938
-0.990691,8,1621.61105
-0.993822,6,1623.197775
-0.995264,6,1624.812659
-0.996757,4,1625.91002
-0.991583,8,1628.054716
-0.98922,11,1630.994915
-0.990366,8,1633.170964
-0.994457,5,1634.862826
-0.995816,4,1635.932885
-0.988867,10,1638.64737
-0.99421,6,1640.27374
-0.994966,5,1641.640488
-0.991444,7,1643.500119
-0.998495,2,1644.050636
-0.998396,2,1644.602802
-0.991497,7,1646.479512
-0.999041,4,1647.556648
-0.997224,3,1648.354126
-0.990322,8,1650.501027
-0.996891,4,1651.572695
-0.994932,6,1653.208663
-1.0,1,1653.475721
-0.990575,8,1655.617525
-0.997999,3,1656.427718
-0.994357,6,1658.047407
-0.992295,8,1660.167252
-0.994529,7,1662.021969
-0.998408,2,1662.568451
-0.989652,9,1665.00144
-0.995944,5,1666.334277
-0.990038,9,1668.776554
-1.0,1,1669.055894
-0.998985,2,1669.585927
-0.989248,10,1672.285686
-0.999039,2,1672.833965
-0.987405,11,1675.797782
-0.999032,2,1676.339911
-0.995615,4,1677.390639
-0.996932,4,1678.46194
-0.995826,5,1679.811976
-0.995153,6,1681.433508
-0.994129,6,1683.057939
-0.986831,10,1685.749276
-0.991698,7,1687.611693
-0.992682,9,1690.056053
-0.995015,6,1691.686565
-0.995357,4,1692.779664
-0.998533,2,1693.350878
-0.99742,4,1694.414577
-1.0,1,1694.701316
-0.996349,4,1695.783563
-0.997119,4,1696.859195
-0.99904,3,1697.683415
-0.984354,14,1701.408426
-0.994509,5,1702.744934
-1.0,1,1703.035148
-0.998602,2,1703.584856
-0.992876,6,1705.209338
-1.0,1,1705.493366
-0.997813,4,1706.591296
-0.98405,13,1710.076581
-0.999033,3,1710.921471
-0.996556,4,1711.997726
-0.995865,4,1713.10341
-0.995967,5,1714.429275
-0.997998,3,1715.246276
-0.995375,5,1716.617074
-0.999022,2,1717.146224
-0.98849,9,1719.545648
-0.993772,8,1721.684962
-0.996606,5,1723.034329
-0.986702,12,1726.223636
-0.997722,3,1727.037986
-0.9942,6,1728.650904
-0.989272,9,1731.064322
-0.995674,5,1732.407081
-0.99206,8,1734.580662
-0.99367,7,1736.479079
-1.0,1,1736.748377
-0.992704,7,1738.597803
-1.0,1,1738.865242
-0.991655,8,1741.013366
-0.986667,12,1744.195558
-0.988681,9,1746.615102
-0.999037,2,1747.170373
-0.994338,5,1748.521235
-0.997705,4,1749.607729
-0.996096,4,1750.67187
-0.997772,4,1751.744804
-0.993573,6,1753.360828
-1.0,1,1753.630443
-0.992278,7,1755.500022
-0.998501,2,1756.04894
-0.996072,5,1757.384971
-0.996936,4,1758.438698
-0.989203,10,1761.147059
-0.993646,6,1762.781318
-0.997777,3,1763.582203
-0.990951,8,1765.732819
-0.998936,4,1766.803422
-0.997097,4,1767.882387
-1.0,1,1768.153946
-0.998514,2,1768.696535
-1.0,1,1768.99503
-0.99738,4,1770.062248
-0.992293,9,1772.483495
-0.997719,3,1773.29477
-0.995147,5,1774.63511
-0.995032,5,1775.989371
-0.979453,17,1780.543257
-0.98627,11,1783.465443
-1.0,1,1783.735643
-0.98874,9,1786.173564
-0.990783,8,1788.369712
-1.0,1,1788.669448
-0.984811,14,1792.476665
-0.996459,4,1793.554145
-0.997164,4,1794.631716
-0.996325,5,1795.955374
-0.996352,4,1797.048976
-1.0,1,1797.321465
-0.999012,2,1797.874317
-0.999047,2,1798.418735
-0.994309,6,1800.060826
-0.994953,5,1801.399078
-0.995881,4,1802.47595
-0.997275,3,1803.283648
-0.998217,3,1804.10433
-0.981672,15,1808.159288
-0.997592,3,1808.963423
-0.995821,4,1810.037811
-0.99765,3,1810.857154
-0.993588,6,1812.507125
-0.999021,4,1813.592338
-0.993692,7,1815.479385
-0.999033,2,1816.010071
-0.991833,7,1817.920602
-0.992774,7,1819.801634
-0.999001,2,1820.351412
-1.0,1,1820.622025
-0.990898,10,1823.327907
-0.992695,7,1825.2003
-0.996932,3,1826.032402
-0.97763,19,1831.131094
-0.994379,5,1832.475248
-0.998383,2,1833.007596
-0.987242,11,1835.942548
-0.999,3,1836.758592
-0.998409,2,1837.295014
-0.984161,16,1841.627719
-0.994804,7,1843.476268
-0.994261,9,1845.913021
-0.996661,5,1847.253928
-0.997663,3,1848.065926
-0.992944,7,1849.937874
-0.994321,5,1851.294925
-0.998599,2,1851.829545
-0.993567,7,1853.738674
-0.986306,13,1857.232733
-0.994467,5,1858.586416
-0.998999,2,1859.142285
-0.995878,4,1860.239896
-0.996195,5,1861.557664
-0.998998,3,1862.37951
-0.999027,5,1863.755939
-0.992116,7,1865.648318
-0.989771,10,1868.332812
-0.997403,3,1869.136583
-1.0,1,1869.405259
-0.998998,3,1870.228863
-0.997461,3,1871.051416
-0.999047,2,1871.590575
-0.998461,2,1872.13073
-0.998847,3,1872.937575
-0.998551,2,1873.487938
-0.991714,7,1875.353037
-0.99853,2,1875.891261
-0.995648,4,1876.966714
-0.997798,3,1877.774635
-0.991782,7,1879.664141
-0.997347,4,1880.746199
-0.998862,2,1881.293256
-0.992498,7,1883.171525
-0.998176,4,1884.262057
-0.990709,9,1886.676916
-0.986452,12,1889.889149
-0.991822,7,1891.784634
-0.996762,4,1892.858891
-0.998321,3,1893.695271
-0.996532,4,1894.771441
-0.992467,8,1896.910312
-0.997611,3,1897.744313
-0.999003,2,1898.282667
-1.0,1,1898.561799
-0.989803,9,1900.95338
-0.997878,3,1901.743159
-0.998544,2,1902.302001
-0.994699,5,1903.657834
-0.996955,4,1904.732882
-0.994245,5,1906.0476
-0.985956,11,1909.004175
-0.997174,3,1909.845605
-0.989469,10,1912.577761
-0.999047,4,1913.646421
-0.994224,5,1915.000486
-0.997134,3,1915.808122
-0.988119,10,1918.504705
-0.998646,2,1919.03784
-0.99676,5,1920.380892
-0.988766,13,1923.899289
-0.998413,2,1924.432293
-0.997616,4,1925.502172
-0.998021,4,1926.585468
-0.998975,2,1927.144875
-0.997291,7,1928.99503
-0.993722,6,1930.599753
-0.980532,19,1935.685835
-0.997846,8,1937.832721
-0.998998,4,1938.901043
-0.997579,3,1939.724741
-0.995664,5,1941.071161
-0.992824,7,1942.954508
-0.997289,3,1943.759827
-0.99224,8,1945.882845
-0.998613,2,1946.447974
-0.998732,4,1947.51651
-0.98625,10,1950.173462
-0.989624,9,1952.583135
-0.996137,5,1953.916243
-0.990344,10,1956.601483
-0.998586,2,1957.148021
-0.995297,5,1958.484511
-0.996798,5,1959.837186
-0.996828,4,1960.912282
-1.0,1,1961.192544
-0.984666,12,1964.425549
-0.988501,11,1967.376128
-0.99666,4,1968.462023
-0.997531,3,1969.27004
-0.983423,13,1972.750005
-0.996466,4,1973.836813
-0.997951,3,1974.645803
-0.998464,2,1975.187309
-0.996854,5,1976.511248
-0.989424,8,1978.629333
-0.990201,8,1980.794227
-0.993887,6,1982.394917
-0.997103,3,1983.216451
-0.996967,3,1984.002651
-0.994451,5,1985.347783
-0.9972,3,1986.155322
-0.993516,7,1988.05187
-1.0,1,1988.35133
-0.993299,7,1990.245679
-0.998964,2,1990.79348
-0.993936,6,1992.41218
-0.998325,3,1993.215977
-0.990348,8,1995.349039
-0.988182,11,1998.322082
-0.998862,4,1999.408017
-0.997148,3,2000.227102
-0.998999,2,2000.770124
-1.0,1,2001.047101
-0.997562,4,2002.120022
-0.994093,6,2003.748315
-1.0,1,2004.032424
-0.991661,7,2005.91481
-0.995826,4,2007.004358
-0.982577,14,2010.766328
-1.0,1,2011.036521
-0.998542,2,2011.580128
-0.997556,4,2012.671354
-0.996912,3,2013.505284
-0.998502,2,2014.044008
-0.989173,9,2016.506326
-0.998822,3,2017.317099
-0.998891,4,2018.389618
-1.0,1,2018.667489
-0.996846,5,2020.053387
-1.0,1,2020.31737
-0.997257,3,2021.154519
-0.995883,4,2022.234961
-0.986634,11,2025.226128
-0.988219,11,2028.201586
-0.99731,3,2029.020195
-1.0,1,2029.284553
-0.991263,7,2031.187179
-0.997267,4,2032.26956
-0.996996,4,2033.332633
-0.997993,3,2034.180793
-0.999047,2,2034.73432
-0.996649,4,2035.832062
-0.997782,4,2036.929335
-0.995051,5,2038.25159
-0.999047,2,2038.792753
-0.998067,3,2039.608254
-0.999047,4,2040.690005
-0.988383,10,2043.336139
-0.993396,7,2045.207599
-0.983965,14,2048.988519
-0.987106,11,2051.955128
-0.996008,4,2053.049719
-1.0,1,2053.331938
-0.996769,5,2054.670663
-0.999047,2,2055.225701
-0.990561,8,2057.389769
-0.997642,3,2058.195009
-0.997563,3,2059.007458
-0.999013,4,2060.10435
-0.998216,4,2061.158145
-0.994254,5,2062.505708
-0.995405,4,2063.608893
-0.995625,4,2064.722631
-0.991399,7,2066.634195
-0.996888,5,2067.9789
-0.991293,8,2070.122781
-0.99721,3,2070.937243
-0.996475,4,2072.052181
-0.996036,4,2073.114189
-0.993243,6,2074.74585
-0.995724,4,2075.855498
-0.990818,8,2078.01364
-0.996899,4,2079.101636
-0.991405,7,2081.011932
-0.999005,2,2081.562629
-0.996545,4,2082.657953
-0.995571,5,2083.996081
-0.995368,5,2085.309093
-1.0,1,2085.577734
-0.998508,2,2086.122195
-1.0,1,2086.385685
-0.994131,6,2087.998255
-0.984811,13,2091.505772
-0.995656,5,2092.869416
-0.992227,8,2094.990854
-0.987335,9,2097.438369
-0.992036,7,2099.30601
-0.994523,6,2100.912695
-1.0,1,2101.180596
-0.991028,7,2103.094364
-0.994136,12,2106.320794
-1.0,1,2106.601579
-0.997301,3,2107.423813
-0.990757,8,2109.566016
-1.0,1,2109.852183
-0.993377,6,2111.462679
-0.996371,5,2112.813521
-0.998839,3,2113.629812
-0.995562,4,2114.697823
-0.997083,4,2115.766339
-0.994236,6,2117.383278
-0.994197,7,2119.270289
-0.997207,3,2120.071434
-0.995602,5,2121.427346
-0.995802,4,2122.536444
-0.998686,4,2123.624868
-0.995563,5,2124.983078
-0.992659,7,2126.866946
-0.999047,3,2127.707622
-0.998941,3,2128.512723
-0.989365,8,2130.716343
-0.998448,2,2131.273513
-0.986615,11,2134.304723
-0.98803,11,2137.245292
-0.998026,3,2138.075565
-0.98313,14,2141.822155
-0.9975,4,2142.976063
-1.0,1,2143.253655
-0.99831,4,2144.34089
-0.999039,2,2144.881289
-1.0,1,2145.15866
-0.993168,7,2147.021322
-1.0,1,2147.308089
-0.989896,9,2149.951896
-0.995667,4,2151.054312
-0.995708,4,2152.153
-0.993145,6,2154.061318
-1.0,1,2154.395863
-0.995835,4,2155.56216
-0.997807,3,2156.459946
-0.980438,15,2160.744836
-0.997443,4,2162.045724
-0.985958,12,2165.749529
-1.0,1,2166.103961
-0.99792,3,2167.523742
-0.996882,4,2169.366303
-0.994399,5,2171.778728
-0.987353,10,2176.307125
-1.0,1,2176.742854
